date,DifAcumModB2,DifAcumDatB2,DifFalleModB2,DifFalleDatB2,DifAcumModB2Por,DifAcumDatB2Por,DifFalleModB2Por,DifFalleDatB2Por
2021-10-01,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-10-02,-38.228955189930275,,0.15285266652790597,,-7.0908858582204335,8.099341922426312,2.8219042064545223,-45.00394130398771
2021-10-03,-75.7278218921274,,0.34746145999088185,,-6.225538426118126,28.095574355534353,3.4564997748444704,17.34234151083541
2021-10-04,-110.01379517745227,,0.5983637844474288,,-5.117836051965303,38.91814936151053,4.217595902618624,21.34669683500442
2021-10-05,-139.4228657190688,,0.9200994827260729,,-3.5548000605879335,16.373415341588007,5.089603705753638,25.092553818877846
2021-10-06,-160.80439693643712,,1.3277708664318197,,-1.70848402561665,-1.4238500771844673,6.0690283830289395,-149.79055372157853
2021-10-07,-171.56834734394215,,1.8379967102227965,,-0.01367441675064182,-3.692356748536775,7.134594827825978,-2.0323088824399544
2021-10-08,-171.65854975953698,,2.4673204426144366,,1.5196766103680908,2.480210429394636,8.251627468108145,-29.699539791490995
2021-10-09,-161.15542993228883,,3.23077364974597,,3.034421147821989,-1.1166527560667998,9.405274237737974,-3.0604596722177875
2021-10-10,-139.18875857139938,,4.143371387777734,,4.530419165315609,16.854835723148955,10.590008945807242,31.180441038434243
2021-10-11,-104.91576530993916,,5.220537003762729,,6.15800484427677,47.71032117825987,11.807625946830564,71.85219158689102
2021-10-12,-56.1601779172197,,6.478996537116473,,8.148979769715904,30.51790763773247,13.068048230286077,64.18218547746572
2021-10-13,11.511378411436453,,7.93838744686218,,10.369158214818205,4.52196532672734,14.387216516075277,57.2768333717553
2021-10-14,101.7600990307983,,9.622159701066266,,12.303925802325532,-16.964318584110476,15.756626712648098,10.282628687498022
2021-10-15,213.58115083700977,,11.554036341047322,,14.011136365688094,-16.399216742128427,17.146162575688155,76.62888775842741
2021-10-16,346.471173473401,,13.754979419638403,,15.654595655397166,2.000124252158815,18.552117548186626,10.674729072796305
2021-10-17,501.7394007127732,,16.247279843330034,,17.238042897005073,18.940630155305904,19.96392561777976,21.752493984275112
2021-10-18,680.5860177560244,,19.0537997310239,,18.969811232334994,37.18418401268605,21.3850307236644,79.60576027973515
2021-10-19,886.5438813467044,,22.199545444076648,,21.025837384454615,21.029784248638876,22.828458438467145,67.51853767170675
2021-10-20,1125.6365796709433,,25.713620365910174,,23.27453852715707,-0.6388575232742545,24.312068565432785,25.51412112254874
2021-10-21,1402.695539219305,,29.63040066281974,,25.291103995891646,-11.276321227303523,25.82844667615605,34.746583255505655
2021-10-22,1717.026534713572,,33.984393566366634,,27.032099050226048,-0.41111138888467325,27.352217356148095,37.61202497575247
2021-10-23,2067.8126636114903,,38.807027908973396,,28.610417937295335,6.721609594737176,28.87144938991396,62.035942449436256
2021-10-24,2456.1211341076996,,44.130488012262504,,30.097425218907937,25.20197666777031,30.375924967887755,17.024535915872114
2021-10-25,2883.4514853458386,,49.9878195120109,,31.587220756475606,43.79679543090787,31.866650880469486,70.24805917974359
2021-10-26,3352.7366361459717,,56.414287836814765,,33.33494693984932,17.195536637548013,33.34829963418817,71.55534237445784
2021-10-27,3871.252304445021,,63.448642070892674,,35.32546983184414,11.742888714065105,34.84518966104598,0.3001035418715371
2021-10-28,4446.420689278049,,71.1376588078856,,37.1141059418721,3.4473676301068967,36.355288894721525,56.67698140670044
2021-10-29,5077.977536209859,,79.52933835265867,,38.71884507331115,19.772383490944264,37.857612619415235,42.00756263260538
2021-10-30,5766.6654758967925,,88.66857444501511,,40.35707810032569,23.655663340334534,39.35005740782775,44.54934475262313
2021-10-31,6517.833283355925,,98.6035481843137,,42.08378482976404,41.0457333511151,40.83630820359886,24.266151640424717
2021-11-01,7338.032931625377,,109.38771116774296,,43.90864776998676,54.35516707422658,42.32154162927611,81.90221634844534
2021-11-02,8234.582597787492,,121.08017651159753,,45.7487192143829,53.26668098187664,43.80741076177204,72.3280508887206
2021-11-03,9213.514121924294,,133.74496151408675,,47.543654736812854,32.79776105032621,45.289154779058094,86.78084790000807
2021-11-04,10279.673357214546,,147.44906429964612,,49.20305724300964,25.049749604231117,46.76163080988755,36.858036864279605
2021-11-05,11435.071508527268,,162.2606502838753,,50.707442386365194,23.751856609912423,48.21359046546674,18.569978296070158
2021-11-06,12682.006191094173,,178.2469771364049,,52.15904243629294,30.25080856838289,49.641889488372136,39.50189564807821
2021-11-07,14025.818174203858,,195.47858613346762,,53.56748378727078,41.86092878758995,51.04736325905476,53.22512286125497
2021-11-08,15472.366042826558,,214.03139115377417,,54.95044057506861,55.81672696767554,52.4292470632303,89.49029489835993
2021-11-09,17028.22635922092,,233.98599370681768,,56.41156695823648,42.43516229617846,53.7895010481355,69.89912891670825
2021-11-10,18703.96772055165,,255.42969248854206,,57.93474208114306,40.70679946478841,55.13633657297595,47.328476238668266
2021-11-11,20509.62844386464,,278.45920289537753,,59.31480959315757,41.98207727747227,56.46850404352653,56.589337793954186
2021-11-12,22448.010131993564,,303.17436553755397,,60.543127490158824,47.76217245365599,57.77367437201058,67.29653895694373
2021-11-13,24522.602497291286,,329.67324632693635,,61.751021502695856,49.62146224480584,59.05054492657565,50.07412601686263
2021-11-14,26742.418810436502,,358.05959122530476,,62.956234333572006,60.87242990544875,60.30191251004355,48.40222800709852
2021-11-15,29117.301831585122,,388.44558784308174,,64.15084561470933,69.79566270772798,61.52961253513901,92.4284579643747
2021-11-16,31657.480436159996,,420.95131111352384,,65.3889617167389,62.94339241026506,62.7338581384875,80.144108500774
2021-11-17,34376.68212674884,,455.7053507168457,,66.66735437650594,60.70961597374141,63.92011850804066,43.208854828645904
2021-11-18,37288.3660653336,,492.84782960859593,,67.84134534862596,61.087913257476494,65.08738305346063,50.785376340210604
2021-11-19,40398.683969967766,,532.523465555787,,68.90987901304402,61.814135535005654,66.227435208448,76.5451399980199
2021-11-20,43715.522789790295,,574.877652621617,,69.95326908974148,63.52607536840663,67.33970798343177,65.72467056654634
2021-11-21,47252.12680222909,,620.0650602766182,,70.9642971413644,72.34337003348261,68.42542027635515,54.55956109053329
2021-11-22,51021.441886057844,,668.2515105264902,,71.94064290960569,78.12576401304901,69.48445745966289,83.76566729380399
2021-11-23,55037.103280815994,,719.6126292497574,,72.95493228786894,74.13264465732803,70.51687516385711,81.959421509615
2021-11-24,59318.39086301788,,774.3357221273036,,74.01298468340119,71.5757431620525,71.52875995125613,47.23309898063257
2021-11-25,63885.57359974901,,832.6248507000637,,75.0471902833921,73.64418381894691,72.52036868198344,68.45361921048982
2021-11-26,68751.88649680582,,894.6937760540823,,76.00968460887803,74.11843887641207,73.49140618340783,58.832398162002676
2021-11-27,73917.766351911,,960.7452803288907,,76.87188900697059,78.70493875847536,74.43755220252062,67.14214913272673
2021-11-28,79393.90254616528,,1030.9739793268673,,77.69349857640917,83.79100181956517,75.35720890634008,69.70156345246507
2021-11-29,85198.50723108649,,1105.588927317447,,78.48659751458666,87.95870203751201,76.2509018500221,97.1127607347995
2021-11-30,91351.61035041674,,1184.8177977152664,,79.3105928777806,86.22313449594425,77.11818807812077,90.82906368616243
2021-12-01,97879.81608029967,,1268.907562859269,,80.18018263527831,82.91105992122611,77.96465539120828,58.92810297005286
2021-12-02,104805.11098004994,,1358.1252291558849,,80.98149890224884,85.27050667387417,78.79159645808096,70.01651765731738
2021-12-03,112128.33345277887,,1452.7272316875606,,81.69914956038703,89.90234199102015,79.59462081477045,79.35145034305793
2021-12-04,119855.14374490641,,1552.9502582713321,,82.38939299764118,87.09841660151972,80.37340628102183,72.72298878252097
2021-12-05,127997.28202572907,,1659.0264923223222,,83.05525334652697,91.32951274620952,81.12935269293828,78.30128263364763
2021-12-06,136570.5547345546,,1771.1935176674378,,83.69189121592397,92.901919398353,81.86286452845874,97.23667689364989
2021-12-07,145590.49975537136,,1889.6926744838638,,84.35138261477321,91.14401581755794,82.57281651160817,96.03969238521641
2021-12-08,155096.23939032294,,2014.7932846536933,,85.05489132875819,90.14462856218834,83.26331911792448,62.78432107765705
2021-12-09,165107.39671340678,,2146.7950637481554,,85.69633586034725,92.22557554424468,83.93630878269573,77.07908205908865
2021-12-10,175601.15251531126,,2285.950910035157,,86.25702039599109,92.04661792236288,84.58814564215591,95.38080411163402
2021-12-11,186565.7769692964,,2432.4493875822154,,86.80326341995905,91.67195357159439,85.21891595479094,77.86509843677977
2021-12-12,197999.81264504674,,2586.448565236373,,87.34406903471917,93.83744227917329,85.83077376577292,84.06992476706105
2021-12-13,209905.42413185025,,2748.0876771251205,,87.87154238696529,95.10733218786783,86.42471157890984,96.4290005765888
2021-12-14,222297.7153265765,,2917.500468705599,,88.41103136448142,94.70038776056347,86.99949043182481,98.03807822796199
2021-12-15,235226.68941218965,,3094.876532668539,,88.97115641383496,93.31083804109765,87.55621832677771,78.29704000559975
2021-12-16,248713.69318903238,,3280.454262345549,,89.5146755670872,93.8413386647386,88.09457576685638,82.29065941384616
2021-12-17,262754.27309601894,,3474.4585753911524,,90.0214527689489,94.27455690112161,88.61521410157006,87.75057174282492
2021-12-18,277298.09832896735,,3677.0170901847378,,90.47046722421751,95.14333989728271,89.11745157592138,89.87095707993663
2021-12-19,292330.99449748755,,3888.174141714808,,90.89395809851801,95.95816624482158,89.60090767906287,91.43871939858298
2021-12-20,307847.9194594864,,4107.956572505464,,91.30542093132196,97.06297092257273,90.06639539289144,96.45145251241004
2021-12-21,323858.0748035461,,4336.387377326551,,91.71949813451258,96.04173205117849,90.51364584875812,97.71002811194731
2021-12-22,340402.6146161021,,4573.543945896643,,92.145774021231,95.0266340702048,90.9438838079552,80.0366925178994
2021-12-23,357485.2915891744,,4819.5437497885,,92.54379688385352,95.58936500891248,91.35828205627277,89.24770206689716
2021-12-24,375068.17975502275,,5074.442607571291,,92.90176557182174,95.80123069670637,91.75606563735667,89.91202664149868
2021-12-25,393122.95610273513,,5338.214706180268,,93.24368944832904,96.68629372778103,92.13740611673721,92.90168463194475
2021-12-26,411638.2808227851,,5610.7984712182515,,93.5765871611053,97.94279429091104,92.50321197431973,92.76598530708924
2021-12-27,430606.45531004225,,5892.1181463675675,,93.89291315119794,97.53954567870088,92.85427575446388,99.03936787818446
2021-12-28,450030.30414163764,,6182.09681867859,,94.19770267772071,96.34222592393694,93.19006332352632,98.75167014822203
2021-12-29,469937.17172167427,,6480.703995910786,,94.50505080414744,95.70209265564255,93.51128606497514,89.95605097696162
2021-12-30,490320.62233525235,,6787.94096346866,,94.79006491184178,95.41320860596237,93.8191654708775,94.35531513966193
2021-12-31,511131.1600654628,,7103.736120869158,,0.0,0.0,0.0,0.0
