date,DifAcumModTot,DifAcumDatTot,DifFalleModTot,DifFalleDatTot,DifAcumModTotPor,DifAcumDatTotPor,DifFalleModTotPor,DifFalleDatTotPor
2021-08-16,0.0,-627.5161825430114,0.0,-7.406123149281484,0.0,0.0,0.0,0.0
2021-08-17,-3.3716374072246253,-394.5242989535909,-0.004192492029687855,16.227991725572792,-0.8728144971427796,20.794680740070024,-0.029337940146900398,55.400153067444876
2021-08-18,-7.7684757460374385,-289.7702534827404,-0.016032956940762233,38.58687463209935,-1.014451453869348,-17.777810079483906,-0.042327370502295424,-73.56831762672626
2021-08-19,-12.798622330185026,-377.9213328703772,-0.032615828939015046,9.764531551169057,-1.079456996249971,-5.42256086739808,-0.04538761704892173,-10.306811519751937
2021-08-20,-18.061640905216336,-404.3596612785477,-0.0498974445508793,5.840149385956465,-0.991188616946793,0.7732119491653209,-0.033934710827583675,-5.278157544764118
2021-08-21,-22.816463578958064,-400.6504926655907,-0.0624684635840822,3.8848706363423844,-0.8603476405249287,9.008051088815813,-0.005488270660564623,-24.73220298405551
2021-08-22,-26.872747043613344,-358.1802086092066,-0.06444848296814598,-5.037838236399693,-0.7983006952099156,17.41530103680234,0.036903277844727925,-8.07265640796683
2021-08-23,-30.565330166136846,-277.624789995607,-0.051472725688654464,-7.876307778082264,-0.7648055076872758,45.986899169923554,0.08984444494472449,62.08684560617491
2021-08-24,-34.03443944710307,-69.03113172599114,-0.020666062329837587,13.412582734592434,-0.7291322959615913,37.20608571037924,0.15303703143042463,49.18372616889626
2021-08-25,-37.27405132469721,96.27944065397605,0.03053071653994266,29.866432689239446,-0.6899500618164741,-16.341935038364227,0.22703309814235045,-83.78861309519276
2021-08-26,-40.26888531213626,25.344766998663545,0.1046483980389894,2.5126336641187663,-0.5890491211687936,-0.3789498195174243,0.31343142253451134,8.980540126760424
2021-08-27,-42.768761292798445,23.73653515917249,0.2045117818270228,5.373952156216546,-0.3646282510103498,9.52055857964748,0.4150094439219956,-9.315514031354999
2021-08-28,-44.28402509447187,63.300550694111735,0.3335906341599184,2.476582282666641,-0.09229390525863555,9.476202190583123,0.5337456997568181,-44.879789360365834
2021-08-29,-44.6592209872324,101.82348599424586,0.4956892325426452,-11.153412215353455,0.10030894823852408,25.560134161614045,0.6678094167958407,-28.143720258710896
2021-08-30,-44.261703616706654,203.11651618382894,0.6937227981907199,-19.49920838602702,0.25853887039708007,44.5700492572,0.8137867868204234,51.637955741495034
2021-08-31,-43.26355518749915,375.18938316684216,0.9293004126229789,-4.550887001663796,0.41556899130858166,29.132514196935563,0.9727057970258779,71.68692348969947
2021-09-01,-41.697859446750954,484.94890408730134,1.2041432532932959,15.704608288964664,0.5827321097817266,-3.603705616498657,1.1445207593841582,-81.29925437872191
2021-09-02,-39.55487689119764,471.69636807311326,1.5197873422075645,-6.716679282602854,0.8226037348956923,10.595344243819124,1.3308479094689674,-70.8888884511891
2021-09-03,-36.60138641949743,509.7380726521369,1.878025987156434,-25.798603791030473,1.186419374144298,15.898758752730105,1.5338754631892513,1.0448853462403818
2021-09-04,-32.4398103216663,565.5057850247249,2.281044690964336,-25.5240649852567,1.6146400716002864,23.794976104604935,1.7558784815697166,10.324765852793227
2021-09-05,-26.90971483523026,647.0028890979011,2.731394282578549,-22.875957992589974,1.982862128191835,24.466313645842813,1.9955614781474635,28.09738472808845
2021-09-06,-20.294371662894264,728.6288673381787,3.2309603480243823,-15.842098053100926,2.288736605010285,51.99759270803094,2.2493740562861033,71.34513680691813
2021-09-07,-12.856350727612153,897.6125687828753,3.780452358783805,1.5865650775958784,2.565362272543132,23.984731434688296,2.5165885636545435,70.63198875020728
2021-09-08,-4.7230859328992665,973.6541375999805,4.380292770030792,18.42202312227164,2.8337602636653036,-2.150655518431798,2.7962886597705836,-59.09658702718714
2021-09-09,4.043066753773019,967.0011490276083,5.030606408712629,4.67833596427954,3.125288089595128,-7.323678159011513,3.0892495851108133,16.267018784330983
2021-09-10,13.47801492549479,944.8916596379131,5.731593537857407,8.36951418837998,3.5382442971359636,-5.1778407697599205,3.395313508620436,-3.8823280500560826
2021-09-11,23.906596878543496,929.6305492473766,6.483330740556994,7.509949844497896,4.061742654808978,30.47911610386838,3.719160437787863,-43.49144208517925
2021-09-12,35.591553763952106,1017.3138881111518,7.2868209828739055,-1.8859742959830328,4.524048879699522,17.973877367945242,4.06088425899948,0.37720211173932533
2021-09-13,48.27691799844615,1067.712366814958,8.142835582410044,-1.8064619301949278,4.933331345310012,34.50932891791216,4.4159181020528395,100.0
2021-09-14,61.76076686149463,1162.0337376948446,9.050973613659153,18.758639375169878,5.379119688885768,-7.9954239205065525,4.783730711729083,60.12404878702653
2021-09-15,76.10569384228438,1140.7117038019933,10.010696066157834,30.820856718331925,5.883494035583508,-35.215349565283816,5.164836683132933,-63.49743316964277
2021-09-16,91.42192759225145,1049.0371780411806,11.021566822084424,18.39302943054645,6.449305604022096,-38.06631302745026,5.559671601959409,-30.921522744276317
2021-09-17,107.81771753821522,952.262841277523,12.083208843469038,12.488438249485625,7.0389666054899855,-40.54860573289806,5.967866796727142,-12.709743179964432
2021-09-18,125.29636367992498,851.5755144485738,13.195137583570613,10.120367848037858,7.62760762449001,-16.69167008284195,6.387468916358274,-10.0027077171069
2021-09-19,143.79479596903548,811.0949674644507,14.356466981531412,8.301738484326052,8.183053042909346,16.342575802483967,6.817799146889664,54.909989288123334
2021-09-20,163.16240760707296,849.7744993760716,15.56610060800449,18.044027460746292,8.691366862521228,10.381074189516864,7.256671776179612,59.56932495257948
2021-09-21,183.23755272035487,873.7524966327474,16.822490771504818,28.357614215827198,9.201201099059293,-73.39505237593669,7.703865868535373,70.40614463956192
2021-09-22,203.98595113446936,708.2491268089507,18.124089663353516,40.25301340968872,9.71578857148495,-164.73786670559542,8.160451102836026,-88.01467310474074
2021-09-23,225.38185043539852,345.4669623814989,19.469590947963297,25.741088243470585,10.23633320620309,-147.3105495138071,8.62614301087996,19.212562327706042
2021-09-24,247.40165216405876,28.581117861671373,20.85767630346527,28.832698987127515,10.814464901418935,-134.5048499380113,9.100259356684806,42.697896587742456
2021-09-25,270.13692266191356,-254.18868854944594,22.286983943726227,35.53892871354765,11.457410072590491,-136.06472539193732,9.584922508762155,47.82111489280051
2021-09-26,293.67641538358293,-533.7365613013972,23.75653201690875,42.87080095183774,12.057701234064188,-111.302547164807,10.081590113891558,66.59413856543877
2021-09-27,317.8714163044933,-757.0764151322655,25.26548728418129,52.838234166498296,12.594093299182173,-27.56512146256322,10.587077614441922,72.62528082290876
2021-09-28,342.5531105536502,-811.09808098129,26.812473398771544,63.45025620816159,13.14574677536009,-101.06230460555972,11.101132762387657,57.94106298236181
2021-09-29,367.7249721735716,-1004.6151469945908,28.396127225933014,71.7159519804627,13.72357741603912,-184.2885162078095,11.62549278311222,6.667319716706238
2021-09-30,393.40642875409685,-1349.481312995078,30.015403622172016,72.64462086743879,0.0,0.0,0.0,0.0
2021-10-01,0.0,33.35868366365321,0.0,-74.0072702926991,0.0,0.0,0.0,0.0
2021-10-02,-38.228955189930275,17.315193886868656,0.15285266652790597,-75.47011127858423,-7.0908858582204335,8.099341922426312,2.8219042064545223,-45.00394130398771
2021-10-03,-75.7278218921274,60.14709799550474,0.34746145999088185,-78.57374700732908,-6.225538426118126,28.095574355534353,3.4564997748444704,17.34234151083541
2021-10-04,-110.01379517745227,214.87815029267222,0.5983637844474288,-77.31489149451954,-5.117836051965303,38.91814936151053,4.217595902618624,21.34669683500442
2021-10-05,-139.4228657190688,438.51692814729176,0.9200994827260729,-75.68647697337292,-3.5548000605879335,16.373415341588007,5.089603705753638,25.092553818877846
2021-10-06,-160.80439693643712,537.0002986025065,1.3277708664318197,-73.67659236791951,-1.70848402561665,-1.4238500771844673,6.0690283830289395,-149.79055372157853
2021-10-07,-171.56834734394215,528.0296255445573,1.8379967102227965,-86.26954907219624,-0.01367441675064182,-3.692356748536775,7.134594827825978,-2.0323088824399544
2021-10-08,-171.65854975953698,503.67323038494214,2.4673204426144366,-86.44881366144546,1.5196766103680908,2.480210429394636,8.251627468108145,-29.699539791490995
2021-10-09,-161.15542993228883,520.8150006530341,3.23077364974597,-89.19666055489506,3.034421147821989,-1.1166527560667998,9.405274237737974,-3.0604596722177875
2021-10-10,-139.18875857139938,512.7313685789704,4.143371387777734,-89.49361825156666,4.530419165315609,16.854835723148955,10.590008945807242,31.180441038434243
2021-10-11,-104.91576530993916,640.2395858285017,5.220537003762729,-86.32209128216346,6.15800484427677,47.71032117825987,11.807625946830564,71.85219158689102
2021-10-12,-56.1601779172197,1017.9828310133889,6.478996537116473,-78.66406790794281,8.148979769715904,30.51790763773247,13.068048230286077,64.18218547746572
2021-10-13,11.511378411436453,1271.4126300925855,7.93838744686218,-71.49644069974602,10.369158214818205,4.52196532672734,14.387216516075277,57.2768333717553
2021-10-14,101.7600990307983,1310.769883301342,9.622159701066266,-64.79318835539743,12.303925802325532,-16.964318584110476,15.756626712648098,10.282628687498022
2021-10-15,213.58115083700977,1156.5940553804394,11.554036341047322,-63.53246354917792,14.011136365688094,-16.399216742128427,17.146162575688155,76.62888775842741
2021-10-16,346.471173473401,1001.0540458336473,13.754979419638403,-53.696103991314885,15.654595655397166,2.000124252158815,18.552117548186626,10.674729072796305
2021-10-17,501.7394007127732,1020.8920380582567,16.247279843330034,-52.262055736617185,17.238042897005073,18.940630155305904,19.96392561777976,21.752493984275112
2021-10-18,680.5860177560244,1217.40318773943,19.0537997310239,-49.20409969417233,18.969811232334994,37.18418401268605,21.3850307236644,79.60576027973515
2021-10-19,886.5438813467044,1621.117015189724,22.199545444076648,-37.49406371759687,21.025837384454615,21.029784248638876,22.828458438467145,67.51853767170675
2021-10-20,1125.6365796709433,1860.254594789818,25.713620365910174,-27.10066809561249,23.27453852715707,-0.6388575232742545,24.312068565432785,25.51412112254874
2021-10-21,1402.695539219305,1852.64966631867,29.63040066281974,-22.990231888310518,25.291103995891646,-11.276321227303523,25.82844667615605,34.746583255505655
2021-10-22,1717.026534713572,1712.501680787187,33.984393566366634,-17.132877057265432,27.032099050226048,-0.41111138888467325,27.352217356148095,37.61202497575247
2021-10-23,2067.8126636114903,1707.1668315627612,38.807027908973396,-10.501274179106986,28.610417937295335,6.721609594737176,28.87144938991396,62.035942449436256
2021-10-24,2456.1211341076996,1798.3943678652868,44.130488012262504,0.9372185733518563,30.097425218907937,25.20197666777031,30.375924967887755,17.024535915872114
2021-10-25,2883.4514853458386,2156.217984437244,49.9878195120109,4.220027264578675,31.587220756475606,43.79679543090787,31.866650880469486,70.24805917974359
2021-10-26,3352.7366361459717,2806.8983943033963,56.414287836814765,18.38677885987272,33.33494693984932,17.195536637548013,33.34829963418817,71.55534237445784
2021-10-27,3871.252304445021,3074.370101622073,63.448642070892674,33.480370770826994,35.32546983184414,11.742888714065105,34.84518966104598,0.3001035418715371
2021-10-28,4446.420689278049,3265.5675115105696,71.1376588078856,33.54659228314267,37.1141059418721,3.4473676301068967,36.355288894721525,56.67698140670044
2021-10-29,5077.977536209859,3324.2300759300124,79.52933835265867,46.62900972472562,38.71884507331115,19.772383490944264,37.857612619415235,42.00756263260538
2021-10-30,5766.6654758967925,3675.9193379236385,88.66857444501511,56.77008851971914,40.35707810032569,23.655663340334534,39.35005740782775,44.54934475262313
2021-10-31,6517.833283355925,4116.2230864055455,98.6035481843137,68.01776131554652,42.08378482976404,41.0457333511151,40.83630820359886,24.266151640424717
2021-11-01,7338.032931625377,4916.191439863527,109.38771116774296,74.42603242972837,43.90864776998676,54.35516707422658,42.32154162927611,81.90221634844534
2021-11-02,8234.582597787492,6026.043584476691,121.08017651159753,97.05372483818792,45.7487192143829,53.26668098187664,43.80741076177204,72.3280508887206
2021-11-03,9213.514121924294,7165.8445252405945,133.74496151408675,117.96386762512702,47.543654736812854,32.79776105032621,45.289154779058094,86.78084790000807
2021-11-04,10279.673357214546,7901.329334606184,147.44906429964612,144.22299445673707,49.20305724300964,25.049749604231117,46.76163080988755,36.858036864279605
2021-11-05,11435.071508527268,8489.553644340253,162.2606502838753,155.89765106665436,50.707442386365194,23.751856609912423,48.21359046546674,18.569978296070158
2021-11-06,12682.006191094173,9073.629913787823,178.2469771364049,162.05495525867445,52.15904243629294,30.25080856838289,49.641889488372136,39.50189564807821
2021-11-07,14025.818174203858,9853.003866110696,195.47858613346762,175.766786687047,53.56748378727078,41.86092878758995,51.04736325905476,53.22512286125497
2021-11-08,15472.366042826558,10983.425402368186,214.03139115377417,195.11108311261341,54.95044057506861,55.81672696767554,52.4292470632303,89.49029489835993
2021-11-09,17028.22635922092,12563.81364987255,233.98599370681768,229.17114247028076,56.41156695823648,42.43516229617846,53.7895010481355,69.89912891670825
2021-11-10,18703.96772055165,13824.377049700357,255.42969248854206,257.03709839825024,57.93474208114306,40.70679946478841,55.13633657297595,47.328476238668266
2021-11-11,20509.62844386464,15093.091923107393,278.45920289537753,276.80539828584733,59.31480959315757,41.98207727747227,56.46850404352653,56.589337793954186
2021-11-12,22448.010131993564,16465.047601334052,303.17436553755397,301.57344750338234,60.543127490158824,47.76217245365599,57.77367437201058,67.29653895694373
2021-11-13,24522.602497291286,18101.68321019807,329.67324632693635,332.44015249907534,61.751021502695856,49.62146224480584,59.05054492657565,50.07412601686263
2021-11-14,26742.418810436502,19885.467975091888,358.05959122530476,356.5114191294924,62.956234333572006,60.87242990544875,60.30191251004355,48.40222800709852
2021-11-15,29117.301831585122,22181.74413850624,388.44558784308174,380.90119178009627,64.15084561470933,69.79566270772798,61.52961253513901,92.4284579643747
2021-11-16,31657.480436159996,24945.440351758385,420.95131111352384,429.7305887665934,65.3889617167389,62.94339241026506,62.7338581384875,80.144108500774
2021-11-17,34376.68212674884,27562.94297849876,455.7053507168457,474.12976336637803,66.66735437650594,60.70961597374141,63.92011850804066,43.208854828645904
2021-11-18,37288.3660653336,30214.423832982546,492.84782960859593,499.2374136002836,67.84134534862596,61.087913257476494,65.08738305346063,50.785376340210604
2021-11-19,40398.683969967766,33015.117560164304,532.523465555787,530.1949050308467,68.90987901304402,61.814135535005654,66.227435208448,76.5451399980199
2021-11-20,43715.522789790295,35990.416998978704,574.877652621617,579.1475357382296,69.95326908974148,63.52607536840663,67.33970798343177,65.72467056654634
2021-11-21,47252.12680222909,39202.083529590396,620.0650602766182,623.2511942009587,70.9642971413644,72.34337003348261,68.42542027635515,54.55956109053329
2021-11-22,51021.441886057844,43044.64897259069,668.2515105264902,661.6730492005445,71.94064290960569,78.12576401304901,69.48445745966289,83.76566729380399
2021-11-23,55037.103280815994,47405.558213802055,719.6126292497574,723.5904698742015,72.95493228786894,74.13264465732803,70.51687516385711,81.959421509615
2021-11-24,59318.39086301788,51755.95867411443,774.3357221273036,787.1933028845815,74.01298468340119,71.5757431620525,71.52875995125613,47.23309898063257
2021-11-25,63885.57359974901,56172.74445753847,832.6248507000637,825.683781137639,75.0471902833921,73.64418381894691,72.52036868198344,68.45361921048982
2021-11-26,68751.88649680582,60948.08168412978,894.6937760540823,884.2720461755671,76.00968460887803,74.11843887641207,73.49140618340783,58.832398162002676
2021-11-27,73917.766351911,65985.42596800253,960.7452803288907,937.1485469870604,76.87188900697059,78.70493875847536,74.43755220252062,67.14214913272673
2021-11-28,79393.90254616528,71592.14344781847,1030.9739793268673,1000.4943400981865,77.69349857640917,83.79100181956517,75.35720890634008,69.70156345246507
2021-11-29,85198.50723108649,77852.30228514713,1105.588927317447,1069.509350172826,78.48659751458666,87.95870203751201,76.2509018500221,97.1127607347995
2021-11-30,91351.61035041674,84747.9886955393,1184.8177977152664,1170.4148365022265,79.3105928777806,86.22313449594425,77.11818807812077,90.82906368616243
2021-12-01,97879.81608029967,91845.17887204327,1268.907562859269,1269.4549569195005,80.18018263527831,82.91105992122611,77.96465539120828,58.92810297005286
2021-12-02,104805.11098004994,99006.34415670205,1358.1252291558849,1336.8884343060708,80.98149890224884,85.27050667387417,78.79159645808096,70.01651765731738
2021-12-03,112128.33345277887,106717.42507271306,1452.7272316875606,1420.9545413331143,81.69914956038703,89.90234199102015,79.59462081477045,79.35145034305793
2021-12-04,119855.14374490641,115220.06365733058,1552.9502582713321,1520.871375357623,82.38939299764118,87.09841660151972,80.37340628102183,72.72298878252097
2021-12-05,127997.28202572907,123827.57156833773,1659.0264923223222,1616.8506443214137,83.05525334652697,91.32951274620952,81.12935269293828,78.30128263364763
2021-12-06,136570.5547345546,133254.9441617434,1771.1935176674378,1725.1076642802072,83.69189121592397,92.901919398353,81.86286452845874,97.23667689364989
2021-12-07,145590.49975537136,143267.5056312834,1889.6926744838638,1865.860914119432,84.35138261477321,91.14401581755794,82.57281651160817,96.03969238521641
2021-12-08,155096.23939032294,153538.72178434115,2014.7932846536933,2011.3642967759297,85.05489132875819,90.14462856218834,83.26331911792448,62.78432107765705
2021-12-09,165107.39671340678,164148.9529452843,2146.7950637481554,2110.899628411593,85.69633586034725,92.22557554424468,83.93630878269573,77.07908205908865
2021-12-10,175601.15251531126,175442.2323922438,2285.950910035157,2238.687054979593,86.25702039599109,92.04661792236288,84.58814564215591,95.38080411163402
2021-12-11,186565.7769692964,187142.80578493513,2432.4493875822154,2403.8773719382007,86.80326341995905,91.67195357159439,85.21891595479094,77.86509843677977
2021-12-12,197999.81264504674,199218.16270478023,2586.448565236373,2544.5874595153,87.34406903471917,93.83744227917329,85.83077376577292,84.06992476706105
2021-12-13,209905.42413185025,212008.86667630123,2748.0876771251205,2702.9104872557364,87.87154238696529,95.10733218786783,86.42471157890984,96.4290005765888
2021-12-14,222297.7153265765,225421.60216733604,2917.500468705599,2891.9340417292697,88.41103136448142,94.70038776056347,86.99949043182481,98.03807822796199
2021-12-15,235226.68941218965,239270.31358216214,3094.876532668539,3091.8157691767847,88.97115641383496,93.31083804109765,87.55621832677771,78.29704000559975
2021-12-16,248713.69318903238,253415.16316944873,3280.454262345549,3257.7684245374767,89.5146755670872,93.8413386647386,88.09457576685638,82.29065941384616
2021-12-17,262754.27309601894,268134.3899973824,3474.4585753911524,3438.9911923490145,90.0214527689489,94.27455690112161,88.61521410157006,87.75057174282492
2021-12-18,277298.09832896735,283365.34481214965,3677.0170901847378,3639.573289506072,90.47046722421751,95.14333989728271,89.11745157592138,89.87095707993663
2021-12-19,292330.99449748755,299174.7022045166,3888.174141714808,3852.515715255511,90.89395809851801,95.95816624482158,89.60090767906287,91.43871939858298
2021-12-20,307847.9194594864,315556.16139345453,4107.956572505464,4076.806121886082,91.30542093132196,97.06297092257273,90.06639539289144,96.45145251241004
2021-12-21,323858.0748035461,332575.88735030894,4336.387377326551,4321.431021411168,91.71949813451258,96.04173205117849,90.51364584875812,97.71002811194731
2021-12-22,340402.6146161021,349900.0800454896,4573.543945896643,4577.442971483717,92.145774021231,95.0266340702048,90.9438838079552,80.0366925178994
2021-12-23,357485.2915891744,367516.8325325395,4819.5437497885,4793.939230925782,92.54379688385352,95.58936500891248,91.35828205627277,89.24770206689716
2021-12-24,375068.17975502275,385678.36438437784,5074.442607571291,5042.949356823054,92.90176557182174,95.80123069670637,91.75606563735667,89.91202664149868
2021-12-25,393122.95610273513,404296.6305004016,5338.214706180268,5301.420377705173,93.24368944832904,96.68629372778103,92.13740611673721,92.90168463194475
2021-12-26,411638.2808227851,423495.5503944929,5610.7984712182515,5576.265221321264,93.5765871611053,97.94279429091104,92.50321197431973,92.76598530708924
2021-12-27,430606.45531004225,443348.7644113824,5892.1181463675675,5858.384039625016,93.89291315119794,97.53954567870088,92.85427575446388,99.03936787818446
2021-12-28,450030.30414163764,463527.00073167495,6182.09681867859,6167.67840620628,94.19770267772071,96.34222592393694,93.19006332352632,98.75167014822203
2021-12-29,469937.17172167427,483887.07193633495,6480.703995910786,6484.106536183535,94.50505080414744,95.70209265564255,93.51128606497514,89.95605097696162
2021-12-30,490320.62233525235,504528.70815221383,6787.94096346866,6779.6625645375825,94.79006491184178,95.41320860596237,93.8191654708775,94.35531513966193
2021-12-31,511131.1600654628,525476.0529979158,7103.736120869158,7097.262400845575,0.0,0.0,0.0,0.0
